lessonId,displayLessonNumber,pageFile,screenId,screenTitle,controlId,buttonText,teachingGoal,targetSymbol,displayText,expectedSpeechText,expectedAudioType,pronunciationType,pronunciationRule,challengeOrLearning,beforeAnswerHidden,afterAnswerExplanation,catalogEntryId,catalogSpeechText,audioFilePath,fileExists,exactMatch,reviewStatus,voiceSource,model,generationDate,commercialUseBasis,nativeReviewer,fallbackBehavior,mobilePlaybackRisk,serviceWorkerCached,issueType,priority,recommendedAction,enabled
lesson-00,0,lesson-00.html,map-ㅌ,字母地图详情,lesson00-ㅌ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅌ,티읕,티읕,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅌ,字母地图详情,lesson00-ㅌ-demo,示例音节音频待补充,在完整音节中示范初声,ㅌ,타,타,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:ta,타,audio/k0-consonant-contrast/ta.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅍ,字母地图详情,lesson00-ㅍ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅍ,피읖,피읖,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅍ,字母地图详情,lesson00-ㅍ-demo,示例音节音频待补充,在完整音节中示范初声,ㅍ,파,파,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:pa,파,audio/k0-consonant-contrast/pa.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅊ,字母地图详情,lesson00-ㅊ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅊ,치읓,치읓,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅊ,字母地图详情,lesson00-ㅊ-demo,示例音节音频待补充,在完整音节中示范初声,ㅊ,차,차,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:cha,차,audio/k0-consonant-contrast/cha.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㄲ,字母地图详情,lesson00-ㄲ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㄲ,쌍기역,쌍기역,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㄲ,字母地图详情,lesson00-ㄲ-demo,示例音节音频待补充,在完整音节中示范初声,ㄲ,까,까,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:kka,까,audio/k0-consonant-contrast/kka.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㄸ,字母地图详情,lesson00-ㄸ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㄸ,쌍디귿,쌍디귿,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㄸ,字母地图详情,lesson00-ㄸ-demo,示例音节音频待补充,在完整音节中示范初声,ㄸ,따,따,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:tta,따,audio/k0-consonant-contrast/tta.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅃ,字母地图详情,lesson00-ㅃ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅃ,쌍비읍,쌍비읍,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅃ,字母地图详情,lesson00-ㅃ-demo,示例音节音频待补充,在完整音节中示范初声,ㅃ,빠,빠,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:ppa,빠,audio/k0-consonant-contrast/ppa.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅆ,字母地图详情,lesson00-ㅆ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅆ,쌍시옷,쌍시옷,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅆ,字母地图详情,lesson00-ㅆ-demo,示例音节音频待补充,在完整音节中示范初声,ㅆ,싸,싸,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:ssa,싸,audio/k0-consonant-contrast/ssa.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅉ,字母地图详情,lesson00-ㅉ-letter-name,字母名称音频待补充,明确教学韩文字母名称,ㅉ,쌍지읒,쌍지읒,letter-name,letter name,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅉ,字母地图详情,lesson00-ㅉ-demo,示例音节音频待补充,在完整音节中示范初声,ㅉ,짜,짜,initial-example,onset inside full syllable,,learning,not-applicable,not-applicable,k0-consonant-contrast:jja,짜,audio/k0-consonant-contrast/jja.mp3,false,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-audio,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅏ,字母地图详情,lesson00-ㅏ-vowel,听元音ㅏ,用无声初声ㅇ承载元音,ㅏ,아,아,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-01:a,아,audio/lesson-01/a.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅑ,字母地图详情,lesson00-ㅑ-vowel,听元音ㅑ,用无声初声ㅇ承载元音,ㅑ,야,야,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-03:ya,야,audio/lesson-03/ya.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅓ,字母地图详情,lesson00-ㅓ-vowel,听元音ㅓ,用无声初声ㅇ承载元音,ㅓ,어,어,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-01:eo,어,audio/lesson-01/eo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅕ,字母地图详情,lesson00-ㅕ-vowel,听元音ㅕ,用无声初声ㅇ承载元音,ㅕ,여,여,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-03:yeo,여,audio/lesson-03/yeo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅗ,字母地图详情,lesson00-ㅗ-vowel,听元音ㅗ,用无声初声ㅇ承载元音,ㅗ,오,오,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-01:o,오,audio/lesson-01/o.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅛ,字母地图详情,lesson00-ㅛ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅛ,요,요,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅜ,字母地图详情,lesson00-ㅜ-vowel,听元音ㅜ,用无声初声ㅇ承载元音,ㅜ,우,우,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-01:u,우,audio/lesson-01/u.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅠ,字母地图详情,lesson00-ㅠ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅠ,유,유,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅡ,字母地图详情,lesson00-ㅡ-vowel,听元音ㅡ,用无声初声ㅇ承载元音,ㅡ,으,으,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-02:eu,으,audio/lesson-02/eu.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅣ,字母地图详情,lesson00-ㅣ-vowel,听元音ㅣ,用无声初声ㅇ承载元音,ㅣ,이,이,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-02:i,이,audio/lesson-02/i.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅐ,字母地图详情,lesson00-ㅐ-vowel,听元音ㅐ,用无声初声ㅇ承载元音,ㅐ,애,애,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-02:ae,애,audio/lesson-02/ae.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅒ,字母地图详情,lesson00-ㅒ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅒ,얘,얘,vowel-carrier,carrier syllable,복합 모음 ㅒ; often close to ㅐ in modern speech,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅔ,字母地图详情,lesson00-ㅔ-vowel,听元音ㅔ,用无声初声ㅇ承载元音,ㅔ,에,에,vowel-carrier,carrier syllable,,learning,not-applicable,not-applicable,lesson-02:e,에,audio/lesson-02/e.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-00,0,lesson-00.html,map-ㅖ,字母地图详情,lesson00-ㅖ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅖ,예,예,vowel-carrier,carrier syllable,복합 모음 ㅖ; often close to ㅔ in modern speech,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅘ,字母地图详情,lesson00-ㅘ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅘ,와,와,vowel-carrier,carrier syllable,복합 모음 ㅘ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅙ,字母地图详情,lesson00-ㅙ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅙ,왜,왜,vowel-carrier,carrier syllable,복합 모음 ㅙ; modern Seoul speech may overlap with ㅚ/ㅞ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅚ,字母地图详情,lesson00-ㅚ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅚ,외,외,vowel-carrier,carrier syllable,복합 모음 ㅚ; modern Seoul speech may overlap with ㅙ/ㅞ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅝ,字母地图详情,lesson00-ㅝ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅝ,워,워,vowel-carrier,carrier syllable,복합 모음 ㅝ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅞ,字母地图详情,lesson00-ㅞ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅞ,웨,웨,vowel-carrier,carrier syllable,복합 모음 ㅞ; modern Seoul speech may overlap with ㅙ/ㅚ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-00,0,lesson-00.html,map-ㅟ,字母地图详情,lesson00-ㅟ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅟ,위,위,vowel-carrier,carrier syllable,복합 모음 ㅟ,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
